PR_ALMACEN,PR_CLAVE,PR_DESCRIPCION,PR_COSTO,PR_EXISTENCIA,CLASIFICACION1,PROVEEDOR,PS_NOMBRE
105,DESCUENTO,DESCUENTO,0,-3831,73,1600,PROVEEDORES VARIOS
103,DESCUENTO,DESCUENTO,0,-6475,73,1600,PROVEEDORES VARIOS
103,DEVOLUCIONES,DEVOLUCIONES,0,41,76,1600,PROVEEDORES VARIOS
103,C1035008,COLLAR C ARETES CALABAZATE FRI,6600,0,66,35,LUIS ALONSO ESPEJEL GAMBOA
103,C1035024,JUEGO DE COLLAR CON ARETES FLE,6700,0,66,35,LUIS ALONSO ESPEJEL GAMBOA
103,F4064001,PORTAVASOS RED. Y CUAD.,9,0,73,64,ALTERNATIVA
103,F4064006,FOTOIMAN C/RESINA,8.5,0,73,64,ALTERNATIVA
103,C3067019,TABASCO,31.5,0,72,67,DISTRIBUIDORA DON QUIJOTE
103,C3067025,JALISCO,31.5,0,72,67,DISTRIBUIDORA DON QUIJOTE
103,C3067047,FIESTAS EN MEXICO,31.5,0,72,67,DISTRIBUIDORA DON QUIJOTE
103,C3067053,BARRANCAS DEL COBRE 2,31.5,0,72,67,DISTRIBUIDORA DON QUIJOTE
103,F9080001,VITRINA HOJALATA C BASE MEDIAN,3005.5,0,59,80,ARTESANIAS Y DISENO AZTECA S.A DE C.V.
103,C8091017,AGUILA HUESO DF,400,0,71,91,DAVID GOMES CABRERA
103,C4064013,LLAVERO DOBLE MAP,45,0,73,64,ALTERNATIVA
103,C8128007,CINTURON CHAQUIRA,60,0,71,128,SAMUEL CORREA MUNOZ
103,C1165007,DF BRASALETES,100,0,66,165,ARTESANIA  Y REGALOS
103,C8174013,PLATON GRANDE CON LISTA AZUL,750,0,71,174,KITSIA
103,C2071048,TIBOR  50CM GUANAJUATO,786,0,54,71,ALFARERIA TRADICIONAL S.A. DE C.
103,C9029045,GALLETERO C ASAS ALUMINIO ATT-35,191,0,59,29,APOLONIO ARMANDO GARCIA MORALES
103,C2071368,BARRIL GDE COLOR FLORECITAS B5,4000,0,54,71,ALFARERIA TRADICIONAL S.A. DE C.
103,C2071387,OLLA COSTILLA PINTADA CATRIN CH CO32,1500,0,54,71,ALFARERIA TRADICIONAL S.A. DE C.
103,C2071388,OLLA GTO. GDE AZUL AGUILA,2000,0,54,71,ALFARERIA TRADICIONAL S.A. DE C.
103,C012859003,VOLADORES DE PAPANTLA MED.,450,0,57,859,SIMEON GALLARDO OSORIO
103,C8155039,ESFERA MALACATE V COLORES EDOM,6,0,71,155,JUAN JOSE RODRIGUEZ QUIROZ
103,C8155063,BAUL PINK NINK CHICO,250,0,71,155,JUAN JOSE RODRIGUEZ QUIROZ
103,C6017018,REBOZO FINO PETET LILA,12000,0,53,17,CARMEN VAZQUEZ HERNANDEZ
103,C8305005,GUAJE  PATOS ORILLA CONCURSO,3500,0,71,305,CASA DEL ARTE POPULAR
103,C9209009,PORTA FOLIO PEQUENO DF,60,0,59,209,ELIZABETH SANABRIA RIVERA
103,C6343003,MOVIL 4 HILOS DF,380,0,53,343,ESTRELLA GUTIERREZ MONDRAGON
103,C2174019,JARRON GRANDE MICHOACAN,900,0,54,174,KITSIA
103,C8095080,PERCHERO DE PIE MICH,1100,0,71,95,MARIO LOPEZ TORRES
103,C2054121,TIBOR 55CM  PUEBLA TALAVERA REYNA,5200,0,54,54,TALAVERA LA REYNA
103,C8079010,NICHO CORONA PUEBLA,490,0,71,79,DULCE BERENICE PEREZ ORTEGA
103,C1263028,COLLAR MINGNON PIEL CORNALINA,749,0,66,263,ISHI DESIGNS
103,C6370001,REBOZO ROJO C CAJA DE MARQUETE,1900,0,53,370,FLOR RUIZ DE TERESA
103,C5247004,POSTAL SURTIDA,29,2,74,247,GUSANO DE LUZ
103,C6191034,MORRAL CON BROCADO,220,0,53,191,MICAELA RUIZ RUIZ
103,F3378002,PARA QUE SEPAS,150,0,72,378,MELEL XOJOBAL
103,C6937040,MORRAL LANA TINTES NAT GDE,195,0,53,937,YOLANDA SANCHEZ ROMERO
103,C6937041,MORRAL LANA TINTES NAT MEDIANO,175,0,53,937,YOLANDA SANCHEZ ROMERO
103,C6937042,MORRAL LANA TINTES NAT CHICO,125,0,53,937,YOLANDA SANCHEZ ROMERO
103,C6937043,TLAPIAL,100,0,53,937,YOLANDA SANCHEZ ROMERO
103,F92520012,SERVILLETERO ROSA,150,0,59,252,RUTH CORTES RODRIGUEZ
103,CC914250003,VIRGEN CHICA PLATA,700,0,59,1425,AUGUSTO MORALES
103,FF214260001,ESPEJO MEDIANO OAXACA,2500,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260003,CUADRO ARBOL DE LA VIDA,10000,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260004,ANGEL OAXACA,4000,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260005,PERRO OAXACA,2000,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260006,GALLINA OAXACA,400,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260007,CABEZA P VELA OAXACA,200,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260011,ESCULTURA MUJER S BRAZOS,5000,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260013,ESCULTURA MUJER C PAJAROS Y CO,6000,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260014,VASIJA C CARA OAXACA,1000,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260015,VASIJA C PECES OAXACA,1200,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF214260016,MUJER FLORERO  OAXACA,1500,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,F92520001,SERVILLETERO NOCHEBUENA,85,0,59,252,RUTH CORTES RODRIGUEZ
103,F92520003,SERVILLETERO CORAZON,85,0,59,252,RUTH CORTES RODRIGUEZ
103,F92520006,MARCO GDE  RECTANGULAR GTO,400,0,59,252,RUTH CORTES RODRIGUEZ
103,F92520007,VIRGEN C VELADORA,200,0,59,252,RUTH CORTES RODRIGUEZ
103,F92520009,SERVILLETERO CORAZON MINI,85,0,59,252,RUTH CORTES RODRIGUEZ
103,FF214260017,CUADRO ANIMALITOS OAXACA,800,0,54,1426,MANUEL DAVID REYES RAMIREZ
103,FF61410018,SABANITA C DESHILADO,301.72,0,53,1410,JENNY RUBIO
103,C016494056,NICHO MINI 2 VIDRIOS PUEBLA,70,1,60,494,JESUS MUNOZ RUIZ
103,C3463215,LIBRO JUGUETE TRADICIONAL I NO.113,210,0,72,463,DISTRIBUIDORA ARTES DE MEXICO Y DEL MUND
103,C3463217,EL CUARTO ROSA DE RUTH D. LECH,140,0,72,463,DISTRIBUIDORA ARTES DE MEXICO Y DEL MUND
103,FF01514220014,GUAJE TINTES NAT. MFJ0903280,280,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220017,GUAJE TINTES NAT. PSF0707380,380,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220018,GUAJE TINTES NAT. MJF0901350,350,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220019,GUAJE TINTES NAT. PSF0207450,450,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220020,GUAJE TINTES NAT. MSR0801500,500,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220021,GUAJE TINTES NAT. AJD0504450,450,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220022,GUAJE TINTES NAT. FDS0607420,420,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220027,GUAJE TINTES NAT. MFJ0909200,200,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220028,GUAJE TINTES NAT. PCR01051300,300,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220029,GUAJE TINTES NAT. PCR001200,200,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220030,GUAJE TINTES NAT. MJF0904250,250,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220032,GUAJE TINTES NAT. DFJ0808180,180,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220033,GUAJE TINTES NAT. MFJ0907250,250,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220036,GUAJE TINTES NAT. FDS0407420,420,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220038,GUAJE TINTES NAT. FDS05007450,450,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF01514220039,GUAJE TINTES NAT. MSR0804500,0,0,55,1422,GRUPO ARTESANAL TECOMATE
103,FF214270001,JUEGO TEQUILERO 3PZAS MARIACHI,54,0,54,1427,MANOS MAGICAS
103,FF214270005,TEQUISALERO CABEZA MARIACHI 43,42,0,54,1427,MANOS MAGICAS
103,FF214270009,TEQUISALERO PERSONAJE MARIACHI,42,0,54,1427,MANOS MAGICAS
103,FF214270010,TEQUISALERO PERSONAJE MARIACHI,1,0,54,1427,MANOS MAGICAS
103,FF214270012,TEQUISALERO PERSONAJE MEXICANA,1,0,54,1427,MANOS MAGICAS
103,FF214270014,ALHAJERO CHICO MARIACHI NIA 4,44,0,54,1427,MANOS MAGICAS
103,FF214270019,SAL HUEVO C PATAS MEXICANO 444,11,0,54,1427,MANOS MAGICAS
103,FF214270020,SAL HUEVO C PATAS MEXICANA 444,33,0,54,1427,MANOS MAGICAS
103,FF214270022,MOVIL FAMILIA MARIACHI 4PZAS,71,0,54,1427,MANOS MAGICAS
103,C1168145,DIJE ESPEJO CUADRADO C1500,420,0,66,168,DALIA PASCALWOLF
103,C1168146,DIJE ESPEJO RECTANGULO C1501,420,0,66,168,DALIA PASCALWOLF
103,CC114330001,PULSERA MICHOACAN,95,0,66,1433,MARIA TERESA GUIZAR LEAL
103,CC114330003,COLLAR DE CHAQUIRON C 8 MILAGR,1330,0,66,1433,MARIA TERESA GUIZAR LEAL
103,CC114330005,COLLAR 9 MILAGROS C CADENA C A,1500,0,66,1433,MARIA TERESA GUIZAR LEAL
103,CC114330006,PULSERA C 3 MILAGROS,490,0,66,1433,MARIA TERESA GUIZAR LEAL
103,F95680001,ANGEL 40CM ALA ARRIBA,200,0,59,568,AIDA AQUINO BOYO.
103,F95680010,ESTRELLA CALADA MEDIANA,80,0,59,568,AIDA AQUINO BOYO.
103,F95680004,ANGEL 40CM ALA  ABAJO CALADO,200,0,59,568,AIDA AQUINO BOYO.
103,C95680018,PALOMA DOBLE GDE 20CM,90,0,59,568,AIDA AQUINO BOYO.
103,C95680020,ESTRELLA CON ESPEJO GDE,75,0,59,568,AIDA AQUINO BOYO.
103,C95680021,ESTRELLA 60CM HOJALATA CALADA,300,0,59,568,AIDA AQUINO BOYO.
103,C95680022,ESTRELLA 40CM HOJALATA CALADA,200,0,59,568,AIDA AQUINO BOYO.
103,C63610001,VESTIDO TENANGO,300,0,53,361,ANA MARIA SANTOS
103,C63610002,FUNDA P COJIN TENANGO 35X45,330,0,53,361,ANA MARIA SANTOS
103,C63610003,FUNDA P COJIN TENANGO 50X50,450,0,53,361,ANA MARIA SANTOS
103,C64460003,FUNDA P COJIN 50X50 TENANGO,450,0,53,446,SILVIA MARTINEZ
103,F62300002,BORDADO TENANGO EN FILIPINA,1500,0,53,230,LAURA DELGADILLO SANTOS
103,C64920001,REBOZO AZUL AQUA,850,0,53,492,PATRICIA MORENO QUEZADA
103,C64920003,HUIPIL TRADICIONAL SAN JUAN YAE,850,0,53,492,PATRICIA MORENO QUEZADA
103,C0126570001,FRIDA HOJA DE MAIZ  GDE C ESTUCHE,90,0,57,657,ALEJANDRO RAMIREZ CHIRINO
103,C60170001,BLUSA PETET,4500,1,53,17,CARMEN VAZQUEZ HERNANDEZ
103,CC01514330003,CORAZON ALAS DE MADERA MED,270,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330004,CORAZON ALAS LAMINA CHICO,150,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330005,CALACA MEDIA CARA MED,260,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330008,CRUZ NO 2.,90,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330010,VIRGEN DE LA SALUD CHICA,450,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330011,CORAZON SENCILLO CHICO.,145,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330013,CRUZ NO. 5 C BASE.,140,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330015,SAN FRANCISCO CHICO.,340,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330017,CRUZ SUPREMA CHICA.,120,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330018,CRUZ PUNTA TALLADA CHICA.,120,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330019,CALACA MEDIANA COMPLETA.,340,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330020,CORAZON ALAS DE MADERA CHICO.,185,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330021,ANGEL CHICO.,290,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330022,PROTECCIONES P BOLSA DE MANO M,180,0,55,1433,MARIA TERESA GUIZAR LEAL
103,CC01514330023,CRUZ NO.2 RUSTICA..,130,0,55,1433,MARIA TERESA GUIZAR LEAL
103,FF11418001,LLAVERO RELLENO CALAVERAS FRID,61.67,0,66,1418,KURVEN DISENO SA DE CV
103,FF61418003,MONEDERO REDONDO VARIOS,81.2,0,53,1418,KURVEN DISENO SA DE CV
103,FF61418004,MONEDERO C CIERRE,81.65,0,53,1418,KURVEN DISENO SA DE CV
103,FF61418005,MONEDERO CRUZADO,84.24,0,53,1418,KURVEN DISENO SA DE CV
103,FF61418007,COSMETIQUERA VARIAS,248.83,0,53,1418,KURVEN DISENO SA DE CV
103,FF61418008,PORTA VASOS VARIOS,69.5,0,53,1418,KURVEN DISENO SA DE CV
103,FF61418009,CUADERNO ESPRAL VARIOS,100,0,53,1418,KURVEN DISENO SA DE CV
103,FF61418011,MORRAL PORTACELULAR,193.68,0,53,1418,KURVEN DISENO SA DE CV
103,FF61418014,BOLSA MARISOL,418.1,0,53,1418,KURVEN DISENO SA DE CV
103,F7150087,CORAZON UVA CHICO,38.5,0,61,150,EL NUEVO TRIANGULO DE CRISTAL
103,F7150088,CORAZON COBALTO CHICO,38.5,0,61,150,EL NUEVO TRIANGULO DE CRISTAL
103,FF0141419001,SONAJA SURTIDA GTO,180,14,58,1419,ORIGINALES PAPEL MACHE
103,FF0141419002,CABALLITO  GTO,60,0,58,1419,ORIGINALES PAPEL MACHE
103,F7150090,BOTELLA GOTA PLATA,280,0,61,150,EL NUEVO TRIANGULO DE CRISTAL
103,C0160420002,CAJA TRIPTICO MED TIENDA,2200,0,60,42,HORACIO GAVITO PEREZ
103,C0160420004,CAJA CHICA C  VIDRIO,600,0,60,42,HORACIO GAVITO PEREZ
103,C0160420007,CAJA MIN RECTANGULAR C VIDRIO,300,0,60,42,HORACIO GAVITO PEREZ
103,C0151190001,CORAZON MILAGROS MEDIANO,120,0,55,119,ARTE MANOS
103,C0151190007,CRUZ ANDRA CHICA,130,0,55,119,ARTE MANOS
103,C21190005,JAGUAR MINI MINI AMATENANGO,90,0,54,119,ARTE MANOS
103,C21190006,AZUCARERA GALLO,125,0,54,119,ARTE MANOS
103,C21190007,JAGUAR BARRO CHICO,200,0,54,119,ARTE MANOS
103,C21190008,JAGUAR CHICO CHIAPAS,150,0,54,119,ARTE MANOS
103,F69970003,BOLSA FLOR CHAQUIRA AZUL MARIN,2420,0,53,997,TERESA CORTINA RIVERO
103,FAB201506,FIRME.,36848.26,0,71,1200,CABOS
103,CC610250232,COJIN 40 X 40,465.52,0,53,1025,JOLOM MAYA ETIK
103,C0160830065,NICHO OFRENDA DE MUERTOS MED 22X35,1000,0,60,83,LUIS GUSTAVO CHIU FONG
103,F80010082,PERRO HUICHOL,1,0,71,1,MUSEO DE ARTE POPULAR
103,F80010083,ESFERA HUICHOL,1,0,71,1,MUSEO DE ARTE POPULAR
103,F80010086,RANA BARRO,1,0,71,1,MUSEO DE ARTE POPULAR
103,F80010088,JICARA LACA,1,0,71,1,MUSEO DE ARTE POPULAR
103,F80010089,NACIMIENTO MADERA,1,0,71,1,MUSEO DE ARTE POPULAR
103,C94780005,CRUZ EGIPCIA,279,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780008,LLAVERO GDE PEWTER VIRGEN,130,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780015,CORAZON GRANDE FRIDA,192,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,CC01414200012,CUADRO LITOGRAFIA VUELO DE PAKAL EXTRA GDE,200,0,58,1420,DIEGO CINTORA MEJIA
103,FF612670086,MANANITA   OAXACA,422.41,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,FF612670088,REBOZO NOCHE BUENA  OAXACA-011,350,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,FF612670089,REBOZO DE DOBLE FIGURA ALGODON,258.62,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,FF612670091,BATITA MEMO T4 -T6    OAXACA,217.25,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,FF612670092,BLUSA TELAR PUNTADA A MANO OAX,577.59,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,FF612670093,BLUSON LARGO BORDADO BETAZA 0660058,278.45,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,FF612670094,BATITA MEMO T0-T2  OAXACA,112.07,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,FF612670095,VESTIDO NIA C CINTAS OAXACA,129.31,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,FF612670097,BLUSA BORDADA ROMBO OAXACA,163.79,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
103,C94780047,IMAGEN GUADALUPE MEDIANA CUADR,453,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780049,IMAGEN FRIDA MINI OVAL,200,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780051,LLAVERO DE PEWTER CHICO GUADAL,125,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780052,LLAVERO DE PEWTER CHICO FRIDA,125,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780053,MEDALLA VIRGEN AHUMADA,42,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C0129510005,FRUTERO GRANDE DE PALMA,120,0,57,951,JOSEFINA SANCHEZ SALAZAR
103,F015415037,SALSERA   OAXACA,25,0,55,415,LA PLAZA
103,F015415038,MAROMERO OAXACA,57.23,0,55,415,LA PLAZA
103,F015415040,ROSARIO  OAXACA,48,0,55,415,LA PLAZA
103,CC213490014,QLQ- AGUILA ESCUDO MARCO,17068.97,0,54,1349,LA ORDENANZA SA DE CV
103,C63760014,REBOZO SEDA CRUDA,4000,0,53,376,BIENHI
103,C94780055,DIJE GRANDE PEWTER CATRINA,108,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780058,CAJA DE PEWTER CHICA  CATRINA,259,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780060,IMAGEN CATRINA CHICA CUADRADA,281,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,C94780061,LLAVERO DE PEWTER GRANDE CATRI,138,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
103,F2001059,FLOR DE HIERRO,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001060,RANA MADERA,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001063,SOBRE C TARJETA PAPEL AMATE,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001064,MOVIL MEDIANO GUERRERO,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001065,MASCARA JAGUAR MINI P COLGAR,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001067,LLAVERO CRANEO DE TRAPO,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001068,TROMPO MADERA,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001069,PIRINOLA MADERA MEDIANA,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001070,PIRINOLA MADERA CHICA,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001073,LUCHADOR MADERA,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001074,LUCHADOR MADERA,1,0,54,1,MUSEO DE ARTE POPULAR
103,CC213490022,QRA- COFRE CUADRADO AZUL,2232.76,0,54,1349,LA ORDENANZA SA DE CV
103,CC213490025,QDA- SOPERA VERDE Y NARANJA,6594.83,0,54,1349,LA ORDENANZA SA DE CV
103,CC213490026,QOB- TIBOR AZUL QUERUBINES,12327.59,0,54,1349,LA ORDENANZA SA DE CV
103,C13920001,DIJE ITSMO MADERA PLATA,707.29,0,66,392,PATRICIA POLANCO TAPIA
103,C13920002,ARETE ITSMO PLATA,709.71,0,66,392,PATRICIA POLANCO TAPIA
103,C13920003,ARETE CONCHA OPALO,1078,0,66,392,PATRICIA POLANCO TAPIA
103,CC114060011,ARETE FLOR FILIGRANA,700,0,66,1406,SOLEDAD EUSTOLIA GARCIA GARCIA
103,CC114060012,ARETE CORAZON FILIGRANA C HOJA,800,0,66,1406,SOLEDAD EUSTOLIA GARCIA GARCIA
103,CC114060013,ARETE GARZA UNICO TAMAONO18,800,0,66,1406,SOLEDAD EUSTOLIA GARCIA GARCIA
103,CC114060014,ARRACADA INDII,700,0,66,1406,SOLEDAD EUSTOLIA GARCIA GARCIA
103,CC114060015,ARRACADA FILIGRANA TAMBOR,600,0,66,1406,SOLEDAD EUSTOLIA GARCIA GARCIA
103,CC114530004,COLLAR HUICHOL CADENA FLOR AZU,155,0,66,1453,JUDY CHAURAND
103,CC31359006,EN BUSCA DE FRIDA,269.64,0,72,1359,MARTHA ZAMORA PIERCE
103,CC114530007,ARO HUICHOL DORADO AZUL FLORES,375,0,66,1453,JUDY CHAURAND
103,CC114530009,JUEGO COLLAR ARO ANILLO Y ARE1000243,1160,0,66,1453,JUDY CHAURAND
103,CC114530010,COLLAR PIEDRA AZUL DIJE AZUL10,455,0,66,1453,JUDY CHAURAND
103,CC114530012,COLLAR ONIX DIJE BOVEDA1000300,490,0,66,1453,JUDY CHAURAND
103,CC114530013,CADENA ESLABON CORTA1000049,95,0,66,1453,JUDY CHAURAND
103,CC114530014,DIJE ESCURRIDO CRISTAL CLARO10,155,0,66,1453,JUDY CHAURAND
103,CC114530017,ANILLO ESCURRIDO CRISTAL CLARO,290,0,66,1453,JUDY CHAURAND
103,CC114530019,BROQUEL CRISTAL CLARO 1000340,140,0,66,1453,JUDY CHAURAND
103,CC114530021,ANILLO3 CRISTALES CLAROS100037,325,0,66,1453,JUDY CHAURAND
103,CC114530023,MEDALLA GUADALUPANA 1000153,410,0,66,1453,JUDY CHAURAND
103,CC114530025,MEDALLA SAN BENITO PERLAS 10003,325,0,66,1453,JUDY CHAURAND
103,CC114530026,MEDALLA GUADALUPANA 1000504,190,0,66,1453,JUDY CHAURAND
103,CC114530028,ARO HUICHOL NARANJA-AZUL CON F1000283,375,0,66,1453,JUDY CHAURAND
103,CC114530031,PULSERA HUICHOL AZUL CON CRUZ1,260,0,66,1453,JUDY CHAURAND
103,CC114530032,PULSERA HUICHOL AZUL-VERDE CRU1000283,375,0,66,1453,JUDY CHAURAND
103,FF613480003,SERVILLETA COCTELERA,1,0,53,1348,DONACION DE VINTAGE
103,CC114530033,COLLAR HUICHOLCADENA FLOR BLAN,155,0,66,1453,JUDY CHAURAND
103,CC114530035,JUEGO HUICHOL COLLAR ARO  ANI1000054,1045,0,66,1453,JUDY CHAURAND
103,CC114530036,ARO ESCURRIDO CRISTAL AZUL MAR1000328,290,0,66,1453,JUDY CHAURAND
103,CC114530038,ARETE ESCURRIDO CRISTAL AZUL M1000513,235,0,66,1453,JUDY CHAURAND
103,CC114530039,CADENA ESLABONES CORTA 1000049,95,0,66,1453,JUDY CHAURAND
103,CC114530040,DIJE ESCURRIDO CRISTAL AZUL MA1000481,155,0,66,1453,JUDY CHAURAND
103,CC114530044,ANILLO ALPACA DE ROSA 1000504,190,0,66,1453,JUDY CHAURAND
103,CC114530047,ANILLO 3 CRISTALES AZULES 10003,325,0,66,1453,JUDY CHAURAND
103,CC114530049,MEDALLA GUADALUPANA1000153,410,0,66,1453,JUDY CHAURAND
103,CC114530051,MEDALLA SAN BENITO PERLAS10003,325,0,66,1453,JUDY CHAURAND
103,CC114530052,MEDALLA GUADALUPANA1000504,190,0,66,1453,JUDY CHAURAND
103,CC114530053,ARO HUICHOL FLORES VINO 1000300,490,0,66,1453,JUDY CHAURAND
103,CC114530055,ARO HUICHOL ROJO-AMARILLO10000,465,0,66,1453,JUDY CHAURAND
103,CC114530056,PULSERA HUICHOL AZUL CON CRUZ1,260,0,66,1453,JUDY CHAURAND
103,CC114530058,PULSERA HUICHOL NEGRA CRUZ-COR1000283,375,0,66,1453,JUDY CHAURAND
103,CC114530059,COLLAR HUICHOL CADENA FLOR VIN,155,0,66,1453,JUDY CHAURAND
103,CC114530060,COLLAR HUICHOL CADENA CRUZ AMA1000467,260,0,66,1453,JUDY CHAURAND
103,CC114530062,COLLAR PIEDRA AZUL DIJE AZUL10,455,0,66,1453,JUDY CHAURAND
103,CC114530064,COLLAR CRISTAL MEDALLA SAN BEN,560,0,66,1453,JUDY CHAURAND
103,CC114530067,ARO ESCURRIDO CRISTAL AZUL ELE1000328,290,0,66,1453,JUDY CHAURAND
103,CC114530069,CADENA ESLABONES CORTA1000049,95,0,66,1453,JUDY CHAURAND
103,CC114530070,DIJE ESCURRIDO CRISTAL AZUL EL1000481,155,0,66,1453,JUDY CHAURAND
103,CC114530071,BROQUEL CRISTAL NEGRO1000340,140,0,66,1453,JUDY CHAURAND
103,CC114530075,MEDALLA GUADALUPANA1000153,410,0,66,1453,JUDY CHAURAND
103,CC114530076,MEDALLA SAN BENITO PERLAS10003,325,0,66,1453,JUDY CHAURAND
103,CC114530077,CC114530077,190,0,66,1453,JUDY CHAURAND
103,F2001077,SAN ANTONINO VESTIDO,1,0,54,1,MUSEO DE ARTE POPULAR
103,F2001078,MANDIL SAN MIGUEL,1,0,54,1,MUSEO DE ARTE POPULAR
103,CC113900017,AR-120 CURVAS C ON CUADRITO LA,1274.67,0,66,1390,MARTHA IRENE GARCIA SADALAH
103,CC113900018,G-120 CURVAS CON CUADRITO LAPI,895.33,0,66,1390,MARTHA IRENE GARCIA SADALAH
103,CC113900020,G-34 ETNICA,1846.67,0,66,1390,MARTHA IRENE GARCIA SADALAH
103,CC113900021,AR-104 LENTEJA C TURQUESA,1222,0,66,1390,MARTHA IRENE GARCIA SADALAH
103,CC113900023,AM-1 LABERINTO OJILLOS COLORIN,1056,0,66,1390,MARTHA IRENE GARCIA SADALAH
103,CC113900024,AM-3 SOL ABIERTO,1064,0,66,1390,MARTHA IRENE GARCIA SADALAH
103,C13920007,DIJE MASCARA,682.5,0,66,392,PATRICIA POLANCO TAPIA
103,C13920008,COLLAR GOTA PERLAS,1057.5,0,66,392,PATRICIA POLANCO TAPIA
103,F0147700002,CALACA MEDIANA CARTONERIA DF..,425,0,58,770,CRISTINA GUTIERREZ ROSAS
103,F0147700004,BUSTO CHICO CARTONERIA DF,200,0,58,770,CRISTINA GUTIERREZ ROSAS
