PR_ALMACEN,PR_CLAVE,PR_DESCRIPCION,PR_COSTO,PR_EXISTENCIA,CLASIFICACION1,PROVEEDOR,PS_NOMBRE
106,C015491044,CAJA LAPICERA OLINALA GUERRERO,210,0,55,491,EUGENIO MOCTEZUMA HERNANDEZ
106,C012951054,TORTILLERO S TAPA PALMA TEJIDA EDOM,70,0,57,951,JOSEFINA SANCHEZ SALAZAR
106,C6191159,LAPICERA C BORDADO CHIAPAS,65,0,53,191,MICAELA RUIZ RUIZ
106,C6015120,GABAN MEDIANO EDO MEX,1250,0,53,15,CAMELIA RAMOS ZAMORA
106,C6015124,REBOZO MERCERIZADO GDE EDO MEX,3500,0,53,15,CAMELIA RAMOS ZAMORA
106,C9568086,CANDELERO ESPEJO ROMBO OAXACA.,200,0,59,568,AIDA AQUINO BOYO.
106,C014533101,CRANEO CALAVERA C TRENZAS DF,110,0,58,533,MELANIA PICAZO VARGAS
106,C6843018,SOBRE CARTERA,395,0,53,843,LAGRIMAS DE COCODRILO
106,C6191173,BLUSA C/BROCADOTELAR CHIAPAS,450,0,53,191,MICAELA RUIZ RUIZ
106,F6191154,FUNDA P COJIN 45X45 CHIAPAS,200,0,53,191,MICAELA RUIZ RUIZ
106,F6191155,CAMINO DE MESA  CHIAPAS,400,0,53,191,MICAELA RUIZ RUIZ
106,F1558027,ARETES -1757BA241AR-,90.52,0,66,558,D ESCORCIA S.A. DE C.V  SR. OSCAR FIGUEROA
106,F2034120,TORRE 3 OLLAS C BASE VIDREADA,8866.7,0,54,34,CASA DE LAS ARTESANIAS DE MICHOACAN DE OCAMPO
106,C1392038,ARETE GOTA PERLA,242,0,66,392,PATRICIA POLANCO TAPIA
106,C015826194,ALEBRIJE LIBELULA 4 ALAS,480,0,55,826,WULFRANO CRUZ ROBLES
106,C015826198,ALEBRIJE CARALAMPIO  OAXACA,950,0,55,826,WULFRANO CRUZ ROBLES
106,C015450104,PORTAFOTO INFANTIL HGO,120,0,55,450,MARIA ELENA GARCIA SIMON
106,C015450107,ESPEJO GDE LLENO HGO,220,0,55,450,MARIA ELENA GARCIA SIMON
106,F3001006,QUERETARO,1,0,72,1,MUSEO DE ARTE POPULAR
106,F3001009,SAN LUIS POTOSI,1,0,72,1,MUSEO DE ARTE POPULAR
106,CC11361009,ARETE ART-51-,250,0,66,1361,CUAUHTEMOC MILLAN JIMENEZ
106,CC11361011,ARETE ART-52-,250,0,66,1361,CUAUHTEMOC MILLAN JIMENEZ
106,CC11361012,ARETE CZN-700-,400,0,66,1361,CUAUHTEMOC MILLAN JIMENEZ
106,C9999059,LATA VUELVE A LA VIDA,96.9,0,59,999,REMEDIOS MAGICOS S.A. DE C.V.
106,CC21285006,CAJA MINI,45,0,54,1285,LUIS ENRIQUE MONTERRUBIO CARRASCO
106,F1558029,DIJE -BA204DI-C CADENA,1,0,66,558,D ESCORCIA S.A. DE C.V  SR. OSCAR FIGUEROA
106,F1558034,DIJE -3420OR306DI- C CADENA,245.68,0,66,558,D ESCORCIA S.A. DE C.V  SR. OSCAR FIGUEROA
106,CC11350040,ARETE VAINA FROJOLES -05A01742,759.85,0,66,1350,FLORA MARIA SANCHEZ ARIAS
106,C1019110,CORAZON BORDADO DORADO,325,0,66,19,LIJIA MARGARITA OLIVERAS COLINA
106,CC61364017,BOLSA PALOMITA BCH0121 HIDALGO,862.06,0,53,1364,VAYU ES AIRE DIS MEX
106,F016254181,NICHO MINI  GTO,235,0,60,254,CIELITO LINDO STUDIO
106,F016254182,NICHO MINI CAJA VARIOS  MINIC,487,0,60,254,CIELITO LINDO STUDIO
106,F015491002,CAJA LAPICERA OLINALA,150,0,55,491,EUGENIO MOCTEZUMA HERNANDEZ
106,F8491002,ENVOLTURA,20,0,71,491,EUGENIO MOCTEZUMA HERNANDEZ
106,FF613960007,BLUSA CHICA  OAXACA,1500,0,53,1396,MARIA LUISA AMADOR
106,FF613960008,BLUSA GRANDE OAXACA,1500,0,53,1396,MARIA LUISA AMADOR
106,FF613960009,BLUSA SAN ANTONINO,900,0,53,1396,MARIA LUISA AMADOR
106,C015991080,CAJA LAPICERA C PATAS OLINALA,715,1,55,991,FLORENCIA ESPINAL RAMIREZ
106,C015991112,CHAROLA NO. 4 OLINALA,550,0,55,991,FLORENCIA ESPINAL RAMIREZ
106,C015991113,CAJA CIGARRERA OLINALA,220,0,55,991,FLORENCIA ESPINAL RAMIREZ
106,C015991115,CAJA TOSTON   OLINALA,270,0,55,991,FLORENCIA ESPINAL RAMIREZ
106,C015991117,CAJA JAPONESA ALHAJERA C PATA,250,0,55,991,FLORENCIA ESPINAL RAMIREZ
106,FF21412002,MUNECA REINA C SOMBRERO CHARRO,1500,0,54,1412,TLAQUEPAQUE REYNAS
106,C1165262,COLLAR C PIEDRA Y CUARZOS D.F.,220,0,66,165,ARTESANIA  Y REGALOS
106,FF0151399006,ARMADILLO BEBE TRADICIONAL,680,0,55,1399,ISAIAS JIMENEZ HERNANDEZ (ANGELICO AMPARO JIMENEZ)
106,FF0151399007,TORO TRADICIONAL,2975,0,55,1399,ISAIAS JIMENEZ HERNANDEZ (ANGELICO AMPARO JIMENEZ)
106,F2171003,GALLIO MEDIANO JALISCO,216.75,0,54,171,BAZAR MIS OCHO REALES
106,C012859013,NACIMIENTO 4 PZS PALMA PUEBLA,350,0,57,859,SIMEON GALLARDO OSORIO
106,CC11056113,COLLAR C CORAZON PERLAS Y CORAA 2013-098,520,0,66,1056,LAURA ELENA SANCHEZ
106,F2171009,AGARRADERA  JALISCO,21.13,0,54,171,BAZAR MIS OCHO REALES
106,F2171010,AGARRADERA  PATO JALISCO,38.25,0,54,171,BAZAR MIS OCHO REALES
106,FF91385027,SERVILLETERO FLOR GTO,90,0,59,1385,RICARDO CORTES RODRIGUEZ  Y O RUTH CORTEZ
106,FF0151413001,MOVIL ICARO,172.8,0,55,1413,DEDALO
106,FF0151413004,GAVIOTA,126.5,0,55,1413,DEDALO
106,F014231079,DIABLO CARTONERIA 40CM  DF,70,0,58,231,LAURA DIEZ DE SALLANO
106,CC61239001,COJIN DISEO DIVERSOS EN LANA,700,0,53,1239,ROSANA ROSENZWEIG
106,FF613960010,BLUSA MANTA  OAXACA,1,0,53,1396,MARIA LUISA AMADOR
106,FF613960013,BLUSA ORIGINAL BORDADO COLORES,1500,0,53,1396,MARIA LUISA AMADOR
106,CC0151214024,MASCARA VIDA MUERTE,8000,0,55,1214,ARTESANIA MAGICA
106,F016254170,NICHO NCE 108 71 128 129 GTO,425,0,60,254,CIELITO LINDO STUDIO
106,FF613960020,BLUSA PUNTO DE CRUZ OAXACA,250,0,53,1396,MARIA LUISA AMADOR
106,FF01514220041,GUAJE TINTES NATURALES MFJ0906,280,0,55,1422,GRUPO ARTESANAL TECOMATE
106,FF01514220042,GUAJE TINTES NATURALES PSF0607,380,0,55,1422,GRUPO ARTESANAL TECOMATE
106,F014322081,BUSTO MEDIANO,300,0,58,322,TOTLAMACHTLI
106,C015991122,COSTURERO MEDIANO,240,0,55,991,FLORENCIA ESPINAL RAMIREZ
106,FF11415003,PAJARERO CICCLISTA,1413.79,0,66,1415,RODO PADILLA
106,FF11415005,MUSICO DE PERITAS,400,0,66,1415,RODO PADILLA
106,FF0151325005,GUAJE SELVA 25CM ORO OLINALA,2000,0,55,1325,FRANCISCO CORONEL NAVARRO
106,C95680003,ANGEL 40CM ALA ARRIBA CALADO,250,0,59,568,AIDA AQUINO BOYO.
106,C95680004,ANGEL 40CM ALA  ABAJO CALADO,200,0,59,568,AIDA AQUINO BOYO.
106,C95680007,ANGEL 35CM ALA  ARRIBA CALADO,150,0,59,568,AIDA AQUINO BOYO.
106,C95680011,ESTRELLA CALADA CHICA,80,0,59,568,AIDA AQUINO BOYO.
106,C9029364,MANTEL OVALADO ART-02,234,0,59,29,APOLONIO ARMANDO GARCIA MORALES
106,CC114340012,CADENA CORTO C ESMERALDA LABRA,1900,0,66,1434,PAULA ARANGO
106,CC114340014,CADENA C LOLITA,1800,0,66,1434,PAULA ARANGO
106,CC114340015,CADENA C ESMERALDA DOBLE,1800,0,66,1434,PAULA ARANGO
106,CC114340016,COLLAR LARGO C TURMALINA LABRA,1900,0,66,1434,PAULA ARANGO
106,CC114340019,COLLAR CORNALINA GRANATE CUARZ,2400,0,66,1434,PAULA ARANGO
106,CC114340022,CADENAS C DIFERENTES PIEDRAS,600,0,66,1434,PAULA ARANGO
106,FF01512780002,ALEBRIJE VARIOS  MINI OAXACA,50,0,55,1278,TERESITA GONZALEZ MARIN
106,FF01512780003,COLIBRI CHICO OAXACA,200,0,55,1278,TERESITA GONZALEZ MARIN
106,FF112670003,BLUSA NIA TALLA 4 0670064,68.97,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,FF112670004,BLUSA NIA TALLA 5Y6 0670065,103.45,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,C016042101,CAJA MINI RECTANGULAR CANTINA,300,0,60,42,HORACIO GAVITO PEREZ
106,CC51095001,TAZA FRIDA,85,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095004,PLAYERA C/CALAVERA DORADA MED,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095005,PLAYERA CAFE C/CALAVERA DORADA GDE,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095006,PLAYERA NEGRA C/CALAVERA PLATEADA CHICA,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,C015283020,GATO ERIZADO OAXACA,23,0,55,283,OSCAR VASQUEZ GOMEZ
106,C015283023,COCHINO   MADERA OAXACA,23,0,55,283,OSCAR VASQUEZ GOMEZ
106,C69970006,BOLSA ENCAJE-PIEL MORADA,900,0,53,997,TERESA CORTINA RIVERO
106,C012859019,SONAJA PANDERO PUEBLA,42,0,57,859,SIMEON GALLARDO OSORIO
106,CC41206002,CD ALEGRIA MEXICANA FERNANDO D,70,0,73,1206,GRUPO CONCORDE
106,CC11361016,ARETE ART-607,400,0,66,1361,CUAUHTEMOC MILLAN JIMENEZ
106,CC61293046,BLUSA CHAQUIRA CUELLO PALETA V,900,0,53,1293,ALVARO ARTOLAS
106,CC61293047,BLUSA ISTMO -880-  OAXACA,1300,0,53,1293,ALVARO ARTOLAS
106,FF61410010,SABANITA FILIGRANA EN HONDAS,431.03,0,53,1410,JENNY RUBIO
106,FF61410012,SABANITA DE ROCOCO C DESHILADO,218.75,0,53,1410,JENNY RUBIO
106,F22020060,TORTUGA  CHICO OAXACA,30.17,0,54,202,ALFARERIA DONA ROSA
106,F22020066,PATO  OAXACA..,40,0,54,202,ALFARERIA DONA ROSA
106,C0128590004,GUADALUPANA,150,0,57,859,SIMEON GALLARDO OSORIO
106,CC114060002,ARETE CORAZON FILIGRANA C HOJA,800,0,66,1406,SOLEDAD EUSTOLIA GARCIA GARCIA
106,CC114060003,ARETES GARZA,1500,0,66,1406,SOLEDAD EUSTOLIA GARCIA GARCIA
106,CC114060004,ARRACADA INDII,700,0,66,1406,SOLEDAD EUSTOLIA GARCIA GARCIA
106,C0159450008,DRAGON MINI,55,0,55,945,FLORENTINO VAZQUEZ RODRIGUEZ
106,CC610250289,BOLSA GRANDE 63138,320.69,0,53,1025,JOLOM MAYA ETIK
106,CC11106002,ANILLO ESTRELLA REDONDA PUEBLA,20,0,66,1106,JOSE MANUEL MARROQUIN CASTULO
106,CC11106005,COLLAR PECTORAL PUEBLA,20,0,66,1106,JOSE MANUEL MARROQUIN CASTULO
106,FF213830068,OVOIDE BULEADO ROJO,400,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,C6843021,BOLSA GIGANTE PLAYA TELAS TELA,412,0,53,843,LAGRIMAS DE COCODRILO
106,FF614360008,BLUSA DE BOLITA FINA ABIERTA.,350,0,53,1436,MARGARITA MENDEZ DIAZ
106,FF614360012,HUIPIL NIA,135,0,53,1436,MARGARITA MENDEZ DIAZ
106,FF614360013,BLUSA JOLSHIL BOLITA CHENALO,150,0,53,1436,MARGARITA MENDEZ DIAZ
106,CC0151214063,RAMA CON DIFERENTES ANIMALES V,1898.4,0,55,1214,ARTESANIA MAGICA
106,FF614380003,FALDA DE MANTA BORDADA ROCOCO,280,0,53,1438,JULIO LOPEZ MONTOYA
106,C6014067,GUANTE PORTACALIENTE TENANGO,200,0,53,14,ELIA TOLENTINO SANTIAGO
106,C63880002,FUNDA P COJIN 50X50 TENANGO,450,0,53,388,ROMANA GALLEGOS
106,CC610250293,BOLSA ROSA 63091,258.62,0,53,1025,JOLOM MAYA ETIK
106,F80010090,NICHO CORAZON FRIDA,1,0,71,1,MUSEO DE ARTE POPULAR
106,F80010096,ANGEL DE BARRO,1,0,71,1,MUSEO DE ARTE POPULAR
106,F80010100,BALERO COPA,1,0,71,1,MUSEO DE ARTE POPULAR
106,C0142660005,CAJA CATRINA LA AMISTAD,350,0,71,266,CLAUDIA MARTINEZ VARGAS
106,C0142660009,CAJA REYNA DE CORAZON,500,0,71,266,CLAUDIA MARTINEZ VARGAS
106,C64920004,BOLSA COSMETIQUERA,170,0,53,492,PATRICIA MORENO QUEZADA
106,FF614390003,GUAYABERA BCO MANGA CORTA TALL,900,0,53,1439,JUAN ALAM
106,FF614390006,GUAYABERA BCO MANGA LARGA TALL,900,0,53,1439,JUAN ALAM
106,FF614390008,GUAYABERA BCO MANGA LARGA TALL,900,0,53,1439,JUAN ALAM
106,FF614390009,GUAYABERA COLOR CIELO M CORTA,900,0,53,1439,JUAN ALAM
106,FF61414001,TOALLA DE MANO BLANCO PALIACAT,125,0,53,1414,CAROL SCHOCH DOMINGUEZ
106,FF61414004,TOALLA BLANCA  FACIAL PALIACAT,62,0,53,1414,CAROL SCHOCH DOMINGUEZ
106,C0158260001,ALEBRIJE CARACOL TERRESTRE OAXACA,280,0,55,826,WULFRANO CRUZ ROBLES
106,C0158260004,ALEBRIJE ABEJA  OAXACA,380,0,55,826,WULFRANO CRUZ ROBLES
106,C0158260008,ALEBRIJE JAIBA MAD OAXACA,550,0,55,826,WULFRANO CRUZ ROBLES
106,C0158260009,ALEBRIJE CARALAMPIO OAXACA CH,850,0,55,826,WULFRANO CRUZ ROBLES
106,C6543009,JUEGO DE INDIVIDUAL Y SERVILLE,265,0,53,543,HILDA ESPINDOLA VARGAS
106,C6543010,METRO TENANGO,600,0,53,543,HILDA ESPINDOLA VARGAS
106,C2071498,CRUZ POLICROMADA C-32  GUANAJU,286,0,54,71,ALFARERIA TRADICIONAL S.A. DE C.
106,C22160001,TARRO 11X9 PUEBLA,193.97,0,54,216,TALAVERA LA LUZ
106,CC51095009,PLAYERA NEGRA C/CALAVERA PLATEADA EXGDE,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095011,PLAYERA NEGRA C/CALAVERA COLORES MEDIANA,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095014,BLUSA NEGRA/CAFE C/CALAVERA DORADA MED,90,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095015,BLUSA NEGRA/CAFE C/CALAVERA DORADA GDE,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095016,BLUSA NEGRA C/CALAVERA PLATEAD CH,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095019,BLUSA NEGRA C/CALAVERA COLORES CH,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,CC51095021,BLUSA NEGRA C/CALAVERA COLORES GDE,108,0,74,1095,FRANCISCO ESCALADA MELERO
106,C014320007,LIBRETA BROCHA CHICA,120,0,58,320,FRANCISCO JAVIER SAMANO
106,F0152050018,ALEBRIJE LOCO CHICO,50,0,55,205,JOAQUIN HERNANDEZ VAZQUEZ
106,F0163510001,ALCANCIA DE CASITA,105,0,60,351,ROCIO PINDTER ORTIZ
106,F0163510002,NICHO CATRINA MEDIANA,155,0,60,351,ROCIO PINDTER ORTIZ
106,F0163510005,NICHO MINI,88,0,60,351,ROCIO PINDTER ORTIZ
106,F0163510007,NICHO COPETE,160,0,60,351,ROCIO PINDTER ORTIZ
106,F0163510016,SILLA GTO,550,0,60,351,ROCIO PINDTER ORTIZ
106,F25860003,PIA  AZUL C TAPA ATOLERA MICH,160,0,54,586,PEDRO HERNANDEZ CARLOS
106,F25860006,PIA  LARGA C TAPA   MICHOACAN,260,0,54,586,PEDRO HERNANDEZ CARLOS
106,C10350003,COLLAR MARIPOSA,4640,0,66,35,LUIS ALONSO ESPEJEL GAMBOA
106,C10350006,DOS LAZOS Y CORAZON JGO COLLAR,5000,0,66,35,LUIS ALONSO ESPEJEL GAMBOA
106,C10350007,TUBOS AGATA CARE JGO COLLAR C,3000,0,66,35,LUIS ALONSO ESPEJEL GAMBOA
106,C10350009,JARDIN PERSA JGO COLLAR C ARET,2300,0,66,35,LUIS ALONSO ESPEJEL GAMBOA
106,F10350001,AMOROSO JGO C ARETES,1800,0,66,35,LUIS ALONSO ESPEJEL GAMBOA
106,F0162540007,CRUZ CHICA LAMINA DECORADA CMLE,525,0,60,254,CIELITO LINDO STUDIO
106,CC01514350003,ALEBRIJE PUERCO ESPIN OAXACA.,1600,0,55,1435,WALDO HERNANDEZ MELCHOR
106,C1019076,COLLAR 2 HILOS CORAZON ESCAPULARIO,250,0,66,19,LIJIA MARGARITA OLIVERAS COLINA
106,FF112670006,BLUSA NINA T-8 0670066,183.192,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,FF112670009,BLUSA NIA TALLA 2-3 0670063,68.97,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,CC61293048,BLUSA ISTMO-284-,1300,0,53,1293,ALVARO ARTOLAS
106,CC61293050,BLUSA ISTMO -295- OAXACA,1300,0,53,1293,ALVARO ARTOLAS
106,CC61293051,BLUSA ISTMO -1344-OAXACA,1300,0,53,1293,ALVARO ARTOLAS
106,CC61293052,BLUSA CHENTEA -238- OAXACA,500,0,53,1293,ALVARO ARTOLAS
106,CC61293053,BLUSA CHENTEA -1032- OAXACA,600,0,53,1293,ALVARO ARTOLAS
106,FF01512750104,BUHO GDE LATON   OAXACA,950,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,F25860008,PIA CONCHITA MICHOACAN,500,0,54,586,PEDRO HERNANDEZ CARLOS
106,CC11007059,PULSERA CHIAPAS,40,0,66,1007,LAURA CABALLERO
106,FF61408005,TOALLA DE MANOS DISENO OTOMI,115,0,53,1408,CORREDI
106,FF01513990001,CHIVO GRECADO OAXACA,4500,0,55,1399,ISAIAS JIMENEZ HERNANDEZ (ANGELICO AMPARO JIMENEZ)
106,FF01513990004,NAHUAL CONEJO  OAXACA,3000,0,55,1399,ISAIAS JIMENEZ HERNANDEZ (ANGELICO AMPARO JIMENEZ)
106,FF01513990005,ZORRITO GRECADO OXAXACA,1800,0,55,1399,ISAIAS JIMENEZ HERNANDEZ (ANGELICO AMPARO JIMENEZ)
106,F6034123,BLUSA MICHOACAN,1293.1,0,53,34,CASA DE LAS ARTESANIAS DE MICHOACAN DE OCAMPO
106,F60170004,CHALINA GASA  CHIAPAS,400,0,53,17,CARMEN VAZQUEZ HERNANDEZ
106,CC01514350006,ALEBRIJE MUSICA   OAXACA.,330,0,55,1435,WALDO HERNANDEZ MELCHOR
106,CC01514350007,ALEBRIJE GATO ESQUELETO OAXACA,330,0,55,1435,WALDO HERNANDEZ MELCHOR
106,C017862016,MUECA FRIDA,224,0,64,862,ALICIA SOTO AYALA
106,C017862017,SIRENA MEDIANA TRAPO,94.5,0,64,862,ALICIA SOTO AYALA
106,C017862020,SIRENA MANTA C CONCHAS,136.5,0,64,862,ALICIA SOTO AYALA
106,C3463227,LIBRO XOCOLATL EL XOLOITZCUINTLE MEX,105,0,72,463,DISTRIBUIDORA ARTES DE MEXICO Y DEL MUND
106,C62950001,MANTEL TENANGO MULTICOLOR 2X2,7590,0,53,295,MARIA DEL CARMEN CRUZ JOSE
106,C62950002,MANTEL UN COLOR GRIS 2 X 2 TEN,8000,0,53,295,MARIA DEL CARMEN CRUZ JOSE
106,C62950009,FUNDA DE COJIN TENANGO 50X50,450,0,53,295,MARIA DEL CARMEN CRUZ JOSE
106,C62950012,ARETE  TENANGO,85,0,53,295,MARIA DEL CARMEN CRUZ JOSE
106,C62930002,MANTEL TENANGO MULTICOLOR 2X2,8120,0,53,293,RUFINA JOSE PATRICIO
106,C62930003,MANTEL TENANGO HISTORIA 3X2,11500,1,53,293,RUFINA JOSE PATRICIO
106,FF21398007,DELFINES MEDIANOS   OAXACA,60,0,54,1398,OMAR Y MIGUEL FABIAN
106,CC114280002,ARETE MILAGROS 67,335,0,66,1428,HENA FRANCO LUGO BEAS
106,CC114280006,COLLAR CORAZON BARRO C GRANULA,1860,0,66,1428,HENA FRANCO LUGO BEAS
106,CC114280011,ARETE BARRO,120,0,66,1428,HENA FRANCO LUGO BEAS
106,FF0151325015,BAUL REAL 11X7 PLATA FLORES PA,700,0,55,1325,FRANCISCO CORONEL NAVARRO
106,FF0151325018,ESCLAVERA 16X7 PLATA FLORES PA,700,0,55,1325,FRANCISCO CORONEL NAVARRO
106,FF0151275080,PECES MEDIANOS FABRIJES OAXACA,140,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF0151275083,PEZ FRANCISCO HDEZ OAXACA,125,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF0151275087,CONEJO ROBERTA,77.59,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF0151275088,ANGELES J.A.  OAXACA,350,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,CC113570004,PULSERA CHAQUIRON C MED V.G MP,228,0,66,1357,REGINA DEL PASO ESCOBEDO
106,CC113570005,PULSERA PERLA C MEDALLA MIL. R,406,0,66,1357,REGINA DEL PASO ESCOBEDO
106,CC113570007,PULSERA CUERO VIRGEN CAJITA CHAPA ORO CH2780,270,0,66,1357,REGINA DEL PASO ESCOBEDO
106,CC113570013,COLLAR LISTONES Y PERLAS CON VGUADALUPE CH457,768,0,66,1357,REGINA DEL PASO ESCOBEDO
106,CC113570022,PULSERA CORDON C MINI SAN B. R,117,0,66,1357,REGINA DEL PASO ESCOBEDO
106,CC610250294,BOLSA ROSA 60624,165.52,0,53,1025,JOLOM MAYA ETIK
106,CC610250295,BOLSA ROSA 60625,165.52,0,53,1025,JOLOM MAYA ETIK
106,FF0151275090,CODORNIZ 058000500617,229.31,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF0151275092,PUERQUITO J.A . OAXACA,198.28,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF0151275093,GATO LATON J.A  OAXACA,800,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF0151275103,TORTUGA  OAXACA,129.31,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF112670018,PLAYERA DE NIO BORDADA TALLA,130.36,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,FF112670020,BLUSON 8 0030537,301.72,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,FF112670021,BLUSON 1-2 0030535,258.62,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,FF112670024,CAMISETA 1-2 TELAR 0030140,198.28,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,FF112670026,BATITA NIA TALLA 4-5 0670084.,190,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,FF612670032,BLUSA ALBARRADAS SENCILLA 0210,362.712,0,53,1267,HUIZACHE ARTE VIVO DE OAXACA S.C. DE R.L. DE C.V.
106,C1945001,ARETE DE MASCARA,50,0,66,945,FLORENTINO VAZQUEZ RODRIGUEZ
106,CC0121253001,ALHAJERO 11 CM YUCATAN,140,0,57,1253,HACIENDA DEL MUNDO MAYA
106,CC0121253006,INDIVIDUAL C 4 PIEZAS,890,0,57,1253,HACIENDA DEL MUNDO MAYA
106,FF0151275108,IGUANA GRUPO TILCAJETE OAXACA,105,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF01714290003,TABLITA MAGICA SILICON   EDOME,3.5,0,64,1429,COMARTH
106,FF01714290004,JENGA MINI 1     EDOMEX,15,0,64,1429,COMARTH
106,FF01714290009,BALERO MINI  EDOMEX,2.3,0,64,1429,COMARTH
106,F62920006,PANTUNFLA BORREGO T-10,130,0,53,292,PLACIDA MARIN QUINTANAR
106,C2924033,CATRINA CHICA BARRO,400,0,54,924,SOFIA CARPIO MARTINEZ
106,F25860017,PINA MONEDA GRANDE  MICHOACAN,4500,0,54,586,PEDRO HERNANDEZ CARLOS
106,CC113570026,PULSERA CUERITO C DISCO GRABAD,208,0,66,1357,REGINA DEL PASO ESCOBEDO
106,C2586003,PIA PONCHERA AZUL,5000,0,54,586,PEDRO HERNANDEZ CARLOS
106,C9478271,IMAGEN OVAL MEDIANO VIRGEN,600,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
106,C9478276,CRUZ MINI VIRGEN,194,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
106,C9478279,CRUZ EGIPCIA,279,0,59,478,DIANA ARIZCORRETA BUCHHOLZ
106,CC01514350011,SERVILLETERO    OAXACA.,140,0,55,1435,WALDO HERNANDEZ MELCHOR
106,CC610250299,CINTA 59557,124.14,0,53,1025,JOLOM MAYA ETIK
106,CC610250300,CINTA 62927,124.14,0,53,1025,JOLOM MAYA ETIK
106,FF0151275113,GACELA JUVENTINO MEL  OAXACA,431.47,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF0151275118,DRAGON PAPEL MACHE   OAXACA,6000,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF0151275123,PERRO NO.86,4482.76,0,55,1275,JACOBO  MARIA DE LOS ANGELES
106,FF213830028,FLORERO ROMBO CHICO,500,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,FF213830034,LEBRILLO C BASE CHICA,900,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,FF213830036,PLATO TRIPOIDE CHICO,150,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,FF213830037,FRUTERO SEMILLA CHICO ROJO,180,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,FF213830045,ENSALADERA MOCHICA GDE DESTENDIDA,450,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,FF213830048,FLORERO GOTA C OLAS,400,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,FF213830050,CENTRO PLATILLO GRIS,400,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,FF213830051,CENTRO PLATILLO AZUL,400,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,FF213830055,LUNETA CARACOL MED,300,0,54,1383,JOSE GUADALUPE HERNANDEZ CANO
106,CC0151214088,ALHAJERO PUERTAS MADERA,1462,0,55,1214,ARTESANIA MAGICA
106,FF11255004,BROQUEL BOLA CHICA,28,0,66,1255,MAYOREO Y MENUDEO
106,CC0171093007,MUNECA FRIDA,200,0,64,1093,DOLORES PINEN MENDOZA
106,C6275011,COJINES DE 20 CM,120,0,53,275,SUSANA HERNANDEZ NUNEZ
106,C6572010,COJIN DE 30X30 TENANGO,200,0,53,572,ALEJANDRIA MANILLA  ALARCON
106,C6435016,CAMINO DE MESA LARGO TENANGO,900,0,53,435,ALMA YURIDIA SANTOS MODESTO
106,C6471020,HUIPIL TELAR CINTURA CON BROCADO OAX,6000,0,53,471,VERONICA LORENZO QUIROZ
106,C2216110,CUENCO BOLA 10X17 AZUL PUEBLA-L2CNBOA01-,426.72,0,54,216,TALAVERA LA LUZ
